lot_id	wafer_id	hold	date	product_id	hold_type
SN99N8Z	1	DISPO	3/4/2023 0:00	UX2M	Map
SN63BQE	19	PIE HOLD	1/19/2022 0:00	SFSK	Map
SN92JT9	5	PE HOLD	5/21/2023 0:00	IEKW	Map
SN48E9U	21	DISPO	5/11/2022 0:00	KEKS	SBL
SN20ZQG	19	PE HOLD	10/21/2022 0:00	DTLS	Map
SN16R33	16	PIE HOLD	3/2/2022 0:00	KSDL	Map
SN53F3O	11	DISPO	12/25/2022 0:00	KSDL	Map
SN73HL9	13	DISPO	11/14/2022 0:00	KSDL	SBL
SN13K67	2	PE HOLD	12/31/2022 0:00	XLFU	Map
SN58WO1	13	PE HOLD	8/6/2022 0:00	KEKS	SBL
SN17WSS	22	PIE HOLD	6/2/2022 0:00	IEKW	SBL
SN79DG0	17	PIE HOLD	5/6/2023 0:00	KELK	Map
SN95OQ6	2	DISPO	9/15/2022 0:00	IEKW	Map
SN18OS8	15	PE HOLD	7/11/2022 0:00	SLFU	Map
SN90LZ2	22	QA HOLD	6/21/2022 0:00	SFSK	SBL
SN94R0G	18	QA HOLD	5/17/2022 0:00	UX2M	SBL
SN75PMV	7	PIE HOLD	2/28/2023 0:00	KEKS	SBL
SN90E5Y	8	QA HOLD	1/21/2022 0:00	DTLS	Map
SN72IH1	6	QA HOLD	5/14/2023 0:00	XLFU	SBL
SN12JMZ	22	QA HOLD	6/16/2022 0:00	SFSK	SBL
SN32Y4B	21	PIE HOLD	2/6/2022 0:00	IEKW	SBL
SN46VLU	2	PIE HOLD	5/17/2022 0:00	BLUD	Map
SN27C51	14	PIE HOLD	3/13/2022 0:00	KSDL	SBL
SN37XZ5	5	PE HOLD	4/19/2023 0:00	KSDL	Map
SN85HKB	17	PIE HOLD	4/1/2023 0:00	KEKS	SBL
SN40XYB	25	PE HOLD	8/20/2022 0:00	UFLU	Map
SN55PA7	19	PIE HOLD	11/22/2022 0:00	XLFU	SBL
SN43O8Q	10	QA HOLD	2/12/2023 0:00	XLFU	SBL
SN39NOY	9	DISPO	6/10/2022 0:00	KSDL	Map
SN71KED	13	DISPO	5/22/2023 0:00	UX2M	Map
SN16CS0	22	PE HOLD	1/12/2023 0:00	KSDL	SBL
SN29URC	3	DISPO	3/8/2022 0:00	SFSK	Map
SN64JKC	24	QA HOLD	5/23/2023 0:00	UMXS	Map
SN52NNA	1	PIE HOLD	2/11/2022 0:00	IEKW	SBL
SN91I0W	21	QA HOLD	3/12/2022 0:00	UMXS	Map
SN46OW2	1	PE HOLD	1/2/2023 0:00	SLFU	Map
SN41YYN	11	DISPO	4/23/2023 0:00	UX2M	SBL
SN30LXR	5	PIE HOLD	7/17/2022 0:00	UFLU	Map
SN56YLB	9	PIE HOLD	3/22/2022 0:00	UX2M	SBL
SN25NZ8	16	QA HOLD	12/24/2022 0:00	XLFU	Map
SN44OT2	6	PE HOLD	1/12/2022 0:00	KELK	Map
SN23WFM	20	DISPO	11/14/2022 0:00	UX2M	Map
SN86UJV	7	PIE HOLD	10/18/2022 0:00	XLFU	SBL
SN81U7V	5	PIE HOLD	4/10/2022 0:00	UFLU	SBL
SN29ALZ	10	QA HOLD	1/14/2022 0:00	KSDL	SBL
SN30CUN	3	DISPO	9/17/2022 0:00	KSLE	SBL
SN25E2V	24	QA HOLD	1/6/2023 0:00	KSDL	Map
SN83CE3	7	DISPO	3/2/2023 0:00	KSDL	SBL
SN81T2H	14	DISPO	2/3/2022 0:00	UMXS	SBL
SN56MGW	12	PE HOLD	11/29/2022 0:00	KSDL	Map
SN92VAD	15	DISPO	1/1/2022 0:00	DTLS	SBL
SN47XHR	15	QA HOLD	1/12/2022 0:00	DTLS	SBL
SN56PYM	6	DISPO	5/16/2022 0:00	KSDL	Map
SN15AXI	24	PIE HOLD	8/13/2022 0:00	KDSD	Map
SN15FBY	11	PE HOLD	9/29/2022 0:00	SFSK	SBL
SN42HT1	19	PE HOLD	6/5/2022 0:00	KDSD	Map
SN25TI1	23	PE HOLD	4/13/2022 0:00	KEKS	Map
SN23WUE	19	PE HOLD	2/17/2022 0:00	KSLE	Map
SN54X08	3	QA HOLD	12/15/2022 0:00	KELK	SBL
SN76XEA	15	PIE HOLD	10/21/2022 0:00	KSDL	Map
SN82OG9	2	QA HOLD	4/30/2022 0:00	KDSD	Map
SN18O8I	4	QA HOLD	1/19/2023 0:00	DTLS	Map
SN39UWN	18	DISPO	5/25/2022 0:00	KSDL	SBL
SN29LAJ	15	PE HOLD	4/11/2022 0:00	UX2M	Map
SN71XDZ	8	DISPO	2/14/2023 0:00	SLFU	Map
SN66QB7	20	DISPO	4/14/2023 0:00	DTLS	Map
SN29IRS	11	PE HOLD	7/24/2022 0:00	UX2M	SBL
SN82A0U	5	QA HOLD	6/13/2022 0:00	UFLU	SBL
SN12OMS	16	DISPO	2/17/2023 0:00	KEKS	SBL
SN93ZJ1	2	QA HOLD	8/19/2022 0:00	SLFU	SBL
SN56A3K	11	PE HOLD	7/15/2022 0:00	SFSK	Map
SN37UUA	19	DISPO	11/1/2022 0:00	XLFU	SBL
SN71HFS	12	PIE HOLD	5/26/2023 0:00	UX2M	SBL
SN97D7M	1	QA HOLD	4/25/2022 0:00	BLUD	SBL
SN29RML	13	PE HOLD	4/30/2022 0:00	DTLS	Map
SN95DBT	25	PIE HOLD	8/20/2022 0:00	UFLU	SBL
SN52S31	6	QA HOLD	1/14/2023 0:00	KELK	Map
SN63G03	25	PE HOLD	6/11/2023 0:00	UMXS	Map
SN73PZ4	10	PE HOLD	6/12/2022 0:00	XLFU	Map
SN36GKI	16	QA HOLD	3/23/2022 0:00	DTLS	Map
SN65COY	4	DISPO	3/20/2022 0:00	KSLE	SBL
SN63THD	17	PIE HOLD	2/21/2022 0:00	BLUD	Map
SN52BPS	5	DISPO	11/8/2022 0:00	KSLE	SBL
SN34SHV	16	PIE HOLD	8/31/2022 0:00	KELK	Map
SN56DCJ	25	PIE HOLD	5/26/2022 0:00	UFLU	Map
SN75J4L	22	PIE HOLD	9/11/2022 0:00	KEKS	Map
SN71AY3	17	DISPO	5/8/2022 0:00	KDSD	SBL
SN19VL2	2	DISPO	5/5/2022 0:00	DTLS	SBL
SN82XNH	17	PIE HOLD	5/18/2022 0:00	KELK	SBL
SN84DIZ	14	PE HOLD	4/8/2023 0:00	UFLU	SBL
SN37VNT	15	DISPO	6/26/2022 0:00	SLFU	SBL
SN42VLW	23	PIE HOLD	12/18/2022 0:00	XLFU	Map
SN62LTA	11	PE HOLD	4/27/2023 0:00	IEKW	Map
SN98SE7	8	DISPO	3/27/2022 0:00	KSLE	Map
SN10Q4G	9	DISPO	7/2/2022 0:00	UMXS	Map
SN13VTX	15	DISPO	3/15/2023 0:00	IEKW	Map
SN55AL6	24	PE HOLD	9/20/2022 0:00	SLFU	SBL
SN85EMI	14	QA HOLD	4/3/2022 0:00	UFLU	Map
SN10YCB	6	DISPO	6/27/2022 0:00	BLUD	Map
SN61MJC	13	PE HOLD	4/25/2023 0:00	UFLU	Map
SN14PM7	2	QA HOLD	5/1/2023 0:00	UFLU	Map
SN66X4G	21	DISPO	3/12/2022 0:00	UMXS	Map
SN18NIQ	17	PE HOLD	1/15/2023 0:00	KSDL	SBL
SN36YNZ	17	PIE HOLD	5/3/2023 0:00	KSDL	SBL
SN11M8K	23	QA HOLD	4/30/2022 0:00	BLUD	Map
SN59P01	18	PE HOLD	11/8/2022 0:00	DTLS	SBL
SN53NLH	8	QA HOLD	5/8/2022 0:00	SFSK	Map
SN12F7G	23	PE HOLD	8/6/2022 0:00	BLUD	SBL
SN32AU8	7	PIE HOLD	12/17/2022 0:00	KSLE	SBL
SN57RJB	21	QA HOLD	7/25/2022 0:00	KSDL	Map
SN26GSM	1	QA HOLD	9/12/2022 0:00	XLFU	SBL
SN16EEF	1	PE HOLD	4/10/2022 0:00	XLFU	SBL
SN38D54	13	PE HOLD	4/6/2023 0:00	DTLS	Map
SN42TJC	4	QA HOLD	4/18/2022 0:00	SLFU	SBL
SN40DN9	16	DISPO	7/24/2022 0:00	BLUD	Map
SN94VPT	12	DISPO	8/15/2022 0:00	BLUD	Map
SN40QGW	25	QA HOLD	3/9/2023 0:00	UMXS	Map
SN68Z5Y	4	QA HOLD	4/30/2022 0:00	UX2M	SBL
SN94SM6	20	QA HOLD	8/14/2022 0:00	SFSK	Map
SN54O8Y	7	QA HOLD	4/30/2023 0:00	KSLE	Map
SN40ZGH	15	PIE HOLD	4/19/2023 0:00	KELK	Map
SN71HIE	4	DISPO	8/28/2022 0:00	UX2M	SBL
SN96K7V	12	QA HOLD	4/4/2022 0:00	IEKW	Map
SN18Q0L	20	PIE HOLD	8/11/2022 0:00	UFLU	Map
SN23MAB	3	QA HOLD	9/22/2022 0:00	KDSD	Map
SN32Y4I	7	PE HOLD	9/28/2022 0:00	KDSD	Map
SN83IDV	7	QA HOLD	10/13/2022 0:00	IEKW	Map
SN70LI8	21	PIE HOLD	2/11/2023 0:00	SFSK	SBL
SN77YD0	3	PE HOLD	2/25/2022 0:00	SLFU	Map
SN92DMJ	10	PE HOLD	9/7/2022 0:00	DTLS	Map
SN75YCZ	24	QA HOLD	6/30/2022 0:00	UX2M	SBL
SN30IF4	9	PE HOLD	3/22/2023 0:00	KSLE	SBL
SN79B5X	23	PE HOLD	7/31/2022 0:00	KELK	Map
SN89N1U	5	PIE HOLD	2/19/2022 0:00	KSLE	Map
SN53OLO	19	PE HOLD	1/20/2022 0:00	KEKS	SBL
SN50MP7	13	PE HOLD	11/18/2022 0:00	KDSD	Map
SN74S6U	25	DISPO	7/12/2022 0:00	KEKS	Map
SN30XTA	10	QA HOLD	3/25/2022 0:00	BLUD	Map
SN85V9P	5	PIE HOLD	6/24/2022 0:00	UMXS	SBL
SN77JAV	17	QA HOLD	4/24/2023 0:00	SLFU	Map
SN72HS6	14	QA HOLD	2/28/2022 0:00	BLUD	SBL
SN59TSC	6	PIE HOLD	6/15/2022 0:00	XLFU	SBL
SN74DQH	15	PIE HOLD	1/11/2023 0:00	KDSD	SBL
SN48BLL	8	QA HOLD	1/1/2023 0:00	KDSD	SBL
SN88E2S	13	DISPO	12/20/2022 0:00	BLUD	Map
SN61MEC	24	PE HOLD	6/5/2022 0:00	SFSK	Map
SN27BCO	19	PIE HOLD	3/11/2023 0:00	SLFU	Map
SN10HZ5	24	PE HOLD	3/25/2023 0:00	KEKS	Map
SN36IQZ	8	PE HOLD	5/27/2023 0:00	KSDL	SBL
SN50VHE	9	QA HOLD	7/28/2022 0:00	DTLS	Map
SN47UE5	24	QA HOLD	5/28/2023 0:00	BLUD	SBL
SN66IHG	16	PE HOLD	2/5/2022 0:00	KELK	SBL
SN80HB7	4	PIE HOLD	4/15/2023 0:00	KSDL	Map
SN97M1O	13	PE HOLD	3/6/2022 0:00	KSDL	SBL
SN88VP6	5	QA HOLD	5/17/2022 0:00	UFLU	Map
SN95K9G	5	QA HOLD	9/16/2022 0:00	SFSK	Map
SN43E4K	12	PE HOLD	2/1/2022 0:00	IEKW	Map
SN67OEO	22	PE HOLD	1/6/2023 0:00	XLFU	SBL
SN87KXW	20	QA HOLD	10/9/2022 0:00	KEKS	Map
SN54TZA	6	DISPO	3/1/2023 0:00	UFLU	Map
SN93DS5	14	PIE HOLD	3/9/2022 0:00	KSDL	Map
SN82O15	8	QA HOLD	1/15/2022 0:00	SFSK	SBL
SN76O9H	2	PE HOLD	5/20/2023 0:00	UX2M	Map
SN70YAT	15	QA HOLD	10/11/2022 0:00	IEKW	Map
SN63TAI	17	PE HOLD	1/25/2023 0:00	UMXS	Map
SN57F6E	2	DISPO	8/9/2022 0:00	KSDL	Map
SN93D1P	13	PE HOLD	2/9/2022 0:00	KSDL	SBL
SN86XDG	11	QA HOLD	4/4/2022 0:00	DTLS	Map
SN89C29	22	PE HOLD	7/25/2022 0:00	KELK	Map
SN16MW0	15	PIE HOLD	2/8/2022 0:00	KSLE	Map
SN68WCY	1	PE HOLD	8/5/2022 0:00	XLFU	Map
SN98NY5	22	PIE HOLD	2/13/2023 0:00	DTLS	SBL
SN83M7O	23	PE HOLD	2/25/2023 0:00	UMXS	SBL
SN19OXT	4	PIE HOLD	3/21/2023 0:00	KDSD	Map
SN51J9R	18	PE HOLD	3/8/2023 0:00	DTLS	Map
SN97OSN	22	DISPO	5/25/2023 0:00	UMXS	Map
SN13AUF	8	PIE HOLD	2/28/2022 0:00	XLFU	SBL
SN51E8A	11	QA HOLD	7/9/2022 0:00	KEKS	SBL
SN90VFU	22	DISPO	5/30/2023 0:00	KSDL	Map
SN96DMS	23	PE HOLD	10/7/2022 0:00	KDSD	SBL
SN53IJD	18	QA HOLD	1/10/2023 0:00	UMXS	Map
SN28X6P	23	PIE HOLD	3/29/2023 0:00	IEKW	SBL
SN61X3G	17	QA HOLD	3/22/2023 0:00	KSDL	SBL
SN42N7U	22	QA HOLD	2/16/2023 0:00	BLUD	SBL
SN80VKR	4	QA HOLD	4/23/2022 0:00	SFSK	Map
SN13P03	10	PE HOLD	4/22/2023 0:00	KSDL	Map
SN74A90	19	PE HOLD	2/23/2022 0:00	UFLU	Map
SN15EU5	2	PIE HOLD	12/11/2022 0:00	UX2M	SBL
SN79E98	7	QA HOLD	4/4/2023 0:00	DTLS	Map
SN36EC4	23	PE HOLD	10/10/2022 0:00	BLUD	SBL
SN47H0O	10	DISPO	5/23/2023 0:00	KEKS	SBL
SN54PEO	1	PIE HOLD	6/8/2023 0:00	SLFU	Map
SN69RWQ	25	QA HOLD	7/12/2022 0:00	DTLS	Map
SN30QCK	6	PE HOLD	6/12/2023 0:00	UMXS	Map
SN55ZZ6	8	PIE HOLD	1/25/2022 0:00	SLFU	Map
SN87KEW	2	PE HOLD	2/27/2023 0:00	KDSD	Map
SN42AAM	18	DISPO	5/2/2022 0:00	SFSK	Map
SN21LHX	21	DISPO	7/29/2022 0:00	IEKW	Map
SN12QHN	17	QA HOLD	12/7/2022 0:00	KELK	SBL
SN40WBP	12	PIE HOLD	5/6/2023 0:00	UX2M	Map
SN36K49	21	PIE HOLD	4/13/2023 0:00	XLFU	Map
SN97ZMD	11	DISPO	11/30/2022 0:00	UFLU	Map
SN94LHL	10	DISPO	3/15/2023 0:00	DTLS	Map
SN39C84	24	DISPO	4/15/2023 0:00	KSLE	Map
SN17X6F	5	PIE HOLD	2/16/2023 0:00	KEKS	Map
SN12QCW	11	QA HOLD	12/28/2022 0:00	XLFU	SBL
SN49HGA	11	QA HOLD	6/29/2022 0:00	KSDL	Map
SN52NTK	17	QA HOLD	3/26/2023 0:00	IEKW	Map
SN80KDK	14	PIE HOLD	4/3/2023 0:00	IEKW	SBL
SN67H0Q	3	PE HOLD	3/8/2022 0:00	UX2M	Map
SN95IF3	3	QA HOLD	1/16/2022 0:00	KEKS	Map
SN14GZF	20	PE HOLD	2/19/2022 0:00	KSDL	Map
SN83JKX	25	PIE HOLD	2/4/2023 0:00	SFSK	SBL
SN78H4T	5	DISPO	2/4/2022 0:00	BLUD	Map
SN52NEW	14	PIE HOLD	11/18/2022 0:00	SLFU	SBL
SN61OTJ	2	DISPO	7/4/2022 0:00	KSDL	Map
SN40ZBV	19	PIE HOLD	6/4/2023 0:00	XLFU	Map
SN53ZK9	24	QA HOLD	1/18/2023 0:00	KELK	Map
SN74SOL	9	PE HOLD	9/10/2022 0:00	KEKS	Map
SN12LB9	5	DISPO	1/5/2022 0:00	KSDL	SBL
SN72AIO	18	PIE HOLD	2/9/2023 0:00	XLFU	Map
SN70HN0	16	DISPO	1/15/2023 0:00	KSDL	SBL
SN97VW4	13	DISPO	8/1/2022 0:00	SLFU	SBL
SN58JJN	15	PE HOLD	4/26/2022 0:00	SFSK	Map
SN67A11	10	QA HOLD	8/4/2022 0:00	UX2M	Map
SN42K2J	24	PE HOLD	7/2/2022 0:00	SLFU	Map
SN62HB3	15	PIE HOLD	3/3/2023 0:00	IEKW	SBL
SN56M69	13	DISPO	7/22/2022 0:00	UFLU	Map
SN64S3K	17	PE HOLD	2/25/2023 0:00	BLUD	SBL
SN96YLV	8	QA HOLD	11/9/2022 0:00	SFSK	Map
SN67PG2	9	PE HOLD	2/4/2023 0:00	DTLS	SBL
SN10U49	4	DISPO	5/31/2022 0:00	KEKS	SBL
SN50QPS	11	QA HOLD	7/26/2022 0:00	KSDL	SBL
SN63VN7	1	PE HOLD	6/13/2023 0:00	UFLU	Map
SN78RP6	11	PE HOLD	9/22/2022 0:00	IEKW	SBL
SN27PUK	13	QA HOLD	11/10/2022 0:00	KELK	Map
SN16MW3	22	PE HOLD	2/14/2022 0:00	BLUD	Map
SN82GY6	4	DISPO	1/19/2022 0:00	SLFU	SBL
SN49BP9	15	PE HOLD	7/16/2022 0:00	KEKS	SBL
SN39FOG	20	QA HOLD	1/28/2023 0:00	KDSD	Map
SN57T2P	3	QA HOLD	11/22/2022 0:00	KSLE	Map
SN84PD9	6	QA HOLD	11/10/2022 0:00	KDSD	Map
SN68FYT	5	PE HOLD	6/6/2022 0:00	BLUD	SBL
SN83M21	11	PIE HOLD	7/31/2022 0:00	KSLE	SBL
SN82LDF	12	DISPO	5/8/2022 0:00	SFSK	SBL
SN11YD7	23	DISPO	6/9/2022 0:00	DTLS	SBL
SN67XYB	8	PIE HOLD	5/8/2022 0:00	KSLE	Map
SN57KTS	8	QA HOLD	2/8/2022 0:00	BLUD	SBL
SN87OAO	10	QA HOLD	3/24/2022 0:00	UFLU	Map
SN69ZV8	25	QA HOLD	5/2/2023 0:00	KEKS	Map
SN37IN1	6	PIE HOLD	12/12/2022 0:00	UX2M	Map
SN30RCX	14	PE HOLD	5/17/2023 0:00	SFSK	SBL
SN46F74	22	DISPO	5/16/2023 0:00	KELK	SBL
SN72CZB	19	PE HOLD	3/26/2022 0:00	SFSK	Map
SN17K8G	8	PE HOLD	5/5/2022 0:00	SFSK	Map
SN84E46	24	DISPO	7/31/2022 0:00	UX2M	Map
SN19FBR	23	QA HOLD	2/12/2023 0:00	IEKW	SBL
SN37NI1	17	QA HOLD	1/15/2022 0:00	BLUD	SBL
SN90SZY	17	PIE HOLD	9/8/2022 0:00	DTLS	SBL
SN28H08	8	QA HOLD	4/24/2023 0:00	UX2M	Map
SN88JF4	20	DISPO	2/13/2023 0:00	DTLS	Map
SN92LG7	11	DISPO	4/26/2023 0:00	SFSK	Map
SN48W70	18	DISPO	1/6/2022 0:00	BLUD	Map
SN92JO5	23	PE HOLD	5/5/2023 0:00	XLFU	SBL
SN70FR4	6	QA HOLD	1/29/2023 0:00	SFSK	SBL
SN93XJL	3	DISPO	1/9/2023 0:00	UMXS	SBL
SN16YSQ	6	PE HOLD	8/12/2022 0:00	KDSD	Map
SN56Y8A	3	PE HOLD	6/9/2022 0:00	DTLS	SBL
SN56QUS	21	PE HOLD	12/7/2022 0:00	KSLE	Map
SN69XD3	25	PIE HOLD	2/17/2023 0:00	KEKS	Map
SN38ESX	7	DISPO	3/25/2023 0:00	KEKS	Map
SN49RNJ	25	PIE HOLD	2/8/2023 0:00	KDSD	SBL
SN46KT3	9	DISPO	10/25/2022 0:00	DTLS	Map
SN59A7T	20	PIE HOLD	9/25/2022 0:00	XLFU	SBL
SN53LXV	19	QA HOLD	6/18/2022 0:00	BLUD	Map
SN86E2P	2	PE HOLD	6/23/2022 0:00	KSDL	Map
SN41UE2	5	PE HOLD	2/21/2023 0:00	SFSK	Map
SN81D0M	18	QA HOLD	4/16/2022 0:00	DTLS	SBL
SN77QU5	8	PIE HOLD	1/25/2022 0:00	KSLE	Map
SN64UVM	6	PIE HOLD	1/30/2022 0:00	KSLE	SBL
SN77R61	22	PIE HOLD	3/24/2023 0:00	IEKW	Map
SN25OUN	12	PE HOLD	1/1/2022 0:00	SLFU	Map
SN14UXN	3	DISPO	4/12/2022 0:00	IEKW	SBL
SN46UNL	15	PIE HOLD	8/21/2022 0:00	KSDL	SBL
SN81CXV	24	DISPO	10/18/2022 0:00	SFSK	Map
SN31HXD	20	PE HOLD	2/24/2022 0:00	KSLE	SBL
SN63JF6	17	DISPO	3/9/2023 0:00	KSLE	Map
SN25AH8	9	QA HOLD	7/9/2022 0:00	UFLU	Map
SN43RRH	20	PIE HOLD	4/17/2023 0:00	IEKW	SBL
SN36EXH	17	PIE HOLD	11/18/2022 0:00	SFSK	SBL
SN35X0X	13	PIE HOLD	4/26/2022 0:00	UMXS	Map
SN81JQU	21	QA HOLD	10/7/2022 0:00	IEKW	Map
SN62BYY	22	DISPO	6/21/2022 0:00	KEKS	Map
SN79PWQ	3	DISPO	3/4/2023 0:00	KSDL	Map
SN77J21	5	QA HOLD	3/24/2023 0:00	DTLS	SBL
SN65TZA	22	PIE HOLD	4/17/2023 0:00	UMXS	Map
SN41YOU	17	DISPO	5/9/2022 0:00	SFSK	Map
SN73PD7	8	PIE HOLD	2/4/2023 0:00	UMXS	Map
SN70BSJ	18	PIE HOLD	5/19/2023 0:00	UMXS	SBL
SN14FM0	19	PIE HOLD	3/28/2022 0:00	IEKW	Map
SN38ZQF	20	QA HOLD	3/10/2023 0:00	IEKW	SBL
SN27B4G	9	QA HOLD	5/29/2022 0:00	KSDL	Map
SN46CKK	11	QA HOLD	12/2/2022 0:00	KDSD	SBL
SN34MGL	16	PIE HOLD	5/6/2022 0:00	SFSK	Map
SN90CBY	13	QA HOLD	5/17/2022 0:00	SLFU	Map
SN95MKE	21	PIE HOLD	6/2/2023 0:00	SFSK	Map
SN60TM8	25	PIE HOLD	3/10/2023 0:00	IEKW	SBL
SN30M8I	9	DISPO	10/9/2022 0:00	UX2M	Map
SN77M25	24	QA HOLD	1/7/2022 0:00	KELK	SBL
SN43KL4	10	QA HOLD	12/18/2022 0:00	SFSK	SBL
SN84BG0	8	QA HOLD	8/29/2022 0:00	KSLE	Map
SN47IP3	14	PIE HOLD	7/29/2022 0:00	SLFU	Map
SN55LZC	13	QA HOLD	4/3/2023 0:00	XLFU	SBL
SN22RVS	10	QA HOLD	11/18/2022 0:00	XLFU	Map
SN39DP1	17	PE HOLD	7/28/2022 0:00	BLUD	SBL
SN58NVH	3	DISPO	6/9/2022 0:00	KELK	Map
SN87KTO	12	PE HOLD	5/7/2022 0:00	UX2M	SBL
SN80IA1	1	PE HOLD	9/4/2022 0:00	UX2M	Map
SN18R70	22	QA HOLD	5/15/2022 0:00	KSDL	Map
SN80Q5H	20	QA HOLD	4/19/2023 0:00	KSDL	Map
SN63L5J	10	QA HOLD	2/14/2023 0:00	KEKS	Map
SN84ABN	6	DISPO	12/8/2022 0:00	DTLS	SBL
SN34HTD	15	DISPO	6/30/2022 0:00	SLFU	SBL
SN13UMX	5	PIE HOLD	12/16/2022 0:00	KSLE	Map
SN11TO3	24	QA HOLD	6/28/2022 0:00	KDSD	Map
SN57BEH	10	PE HOLD	8/26/2022 0:00	KELK	Map
SN98KF4	14	PE HOLD	2/2/2022 0:00	SLFU	SBL
SN65NCH	17	PE HOLD	2/21/2022 0:00	KEKS	SBL
SN48FUO	16	PE HOLD	3/24/2023 0:00	DTLS	Map
SN80O6O	19	PIE HOLD	11/16/2022 0:00	DTLS	Map
SN15CDV	7	QA HOLD	3/15/2022 0:00	KSLE	Map
SN17TS3	14	PE HOLD	7/8/2022 0:00	DTLS	Map
SN56KLK	21	PIE HOLD	4/30/2022 0:00	SLFU	SBL
SN20KNB	3	PIE HOLD	10/18/2022 0:00	KELK	Map
SN67D91	13	PE HOLD	4/30/2022 0:00	KSDL	SBL
SN34CIE	11	PE HOLD	6/15/2022 0:00	SFSK	SBL
SN82F9L	24	QA HOLD	12/2/2022 0:00	XLFU	Map
SN46R2R	6	QA HOLD	2/11/2022 0:00	IEKW	Map
SN11WQC	12	PIE HOLD	3/11/2022 0:00	IEKW	Map
SN25JHA	13	PIE HOLD	10/12/2022 0:00	DTLS	Map
SN53WAI	18	PIE HOLD	4/29/2023 0:00	UMXS	SBL
SN23BBE	7	DISPO	2/5/2022 0:00	DTLS	Map
SN31HQO	14	PIE HOLD	4/22/2022 0:00	DTLS	Map
SN49GLV	17	DISPO	9/28/2022 0:00	KDSD	SBL
SN63S39	19	QA HOLD	3/3/2023 0:00	BLUD	Map
SN12WIC	24	PIE HOLD	1/15/2022 0:00	IEKW	Map
SN77O9I	15	PIE HOLD	1/30/2022 0:00	SFSK	SBL
SN27TVU	14	PIE HOLD	5/23/2023 0:00	KSDL	SBL
SN36MN6	7	PIE HOLD	4/29/2023 0:00	IEKW	Map
SN50MV4	10	PE HOLD	6/5/2023 0:00	UMXS	Map
SN96PZX	11	PE HOLD	5/29/2023 0:00	KEKS	SBL
SN25D6J	25	PE HOLD	11/13/2022 0:00	UMXS	SBL
SN46P20	24	PE HOLD	4/25/2022 0:00	KDSD	SBL
SN69DEX	24	DISPO	1/20/2022 0:00	BLUD	Map
SN77EAM	15	QA HOLD	4/7/2023 0:00	KEKS	Map
SN68YFQ	18	PE HOLD	1/23/2022 0:00	KSDL	Map
SN75BWJ	17	PIE HOLD	5/13/2023 0:00	BLUD	Map
SN64SYW	15	PIE HOLD	4/27/2023 0:00	SFSK	Map
SN75P3V	9	PE HOLD	1/29/2022 0:00	KELK	SBL
SN41HNS	23	DISPO	2/20/2023 0:00	SLFU	SBL
SN23OQS	7	DISPO	4/21/2022 0:00	BLUD	SBL
SN34MGJ	6	DISPO	6/8/2022 0:00	KSDL	Map
SN26MEO	6	PIE HOLD	4/13/2022 0:00	IEKW	SBL
SN45VFE	5	PIE HOLD	3/28/2023 0:00	UX2M	SBL
SN35LQK	15	PE HOLD	3/12/2023 0:00	SFSK	Map
SN38GXO	18	QA HOLD	2/15/2022 0:00	SLFU	Map
SN73DEO	3	DISPO	4/22/2022 0:00	UX2M	Map
SN93O21	14	QA HOLD	3/24/2022 0:00	BLUD	Map
SN84TFZ	5	PE HOLD	5/8/2023 0:00	KSDL	Map
SN43BNH	11	PE HOLD	4/22/2023 0:00	XLFU	Map
SN17J7Q	5	QA HOLD	6/10/2023 0:00	XLFU	SBL
SN44OO7	2	PE HOLD	3/6/2023 0:00	SLFU	SBL
SN71SSD	14	QA HOLD	1/7/2023 0:00	UX2M	Map
SN56MGD	16	DISPO	9/12/2022 0:00	XLFU	Map
SN68A8W	3	QA HOLD	11/27/2022 0:00	KSLE	SBL
SN75MQH	4	QA HOLD	8/19/2022 0:00	KDSD	Map
SN58CNI	21	DISPO	8/29/2022 0:00	XLFU	Map
SN70GVM	11	PIE HOLD	6/21/2022 0:00	KSLE	Map
SN47AI3	18	PE HOLD	12/29/2022 0:00	KSLE	Map
SN77X7X	7	PE HOLD	10/19/2022 0:00	SFSK	Map
SN20DGE	6	QA HOLD	9/17/2022 0:00	XLFU	Map
SN85ZRE	16	PE HOLD	7/27/2022 0:00	SFSK	Map
SN16CAD	7	DISPO	3/21/2023 0:00	UFLU	SBL
SN54LJ5	7	PIE HOLD	7/9/2022 0:00	UFLU	SBL
SN23KM8	25	PE HOLD	4/24/2022 0:00	KEKS	Map
SN57ZT3	11	PE HOLD	8/13/2022 0:00	BLUD	SBL
SN48T2B	1	PIE HOLD	3/2/2022 0:00	KDSD	Map
SN28UVP	16	PIE HOLD	7/1/2022 0:00	SFSK	Map
SN58A7G	10	PIE HOLD	9/12/2022 0:00	KDSD	SBL
SN14UKQ	6	PIE HOLD	11/15/2022 0:00	BLUD	Map
SN75W8Y	5	PE HOLD	4/2/2023 0:00	XLFU	SBL
SN22N7K	5	PIE HOLD	1/16/2022 0:00	KSDL	Map
SN49BV2	5	PE HOLD	3/4/2022 0:00	KDSD	Map
SN37JJG	9	PIE HOLD	9/6/2022 0:00	UFLU	SBL
SN35FI1	21	DISPO	3/5/2022 0:00	UFLU	Map
SN94H9S	11	QA HOLD	5/9/2023 0:00	BLUD	Map
